bike_station_location,name,main_category,address,distance_away
"45.5477847,-122.6812779",Rebuilding Center,Retail,3625 N Mississippi Ave,434
"45.5477847,-122.6812779",Overlook Park Off-Leash Area,Dog Park,"Portland, OR 97227",131
"45.5477847,-122.6812779",Por Que No,Mexican Restaurant,3524 N Mississippi Ave,450
"45.5477847,-122.6812779",Pinky's Pizza,Pizzeria,3990 N Interstate Ave,487
"45.5477847,-122.6812779",Mississippi Pizza Pub,Pizzeria,3552 N Mississippi Ave,460
"45.5477847,-122.6812779",Ecliptic Brewing,Bar,825 N Cook St,485
"45.5477847,-122.6812779",Bridge City Comics,Bookstore,3725 N Mississippi Ave,496
"45.5477847,-122.6812779",Stormbreaker Brewing,Bar,832 N Beech St,494
"45.5477847,-122.6812779",Pistils Nursery,Garden Center,3811 N Mississippi Ave,533
"45.4950271,-122.6076627",An Xuyen Bakery,Bakery,5345 SE Foster Rd,27
"45.4950271,-122.6076627",Devils Point,Cocktail Bar,5305 SE Foster Rd,52
"45.4950271,-122.6076627",The Egg Carton,Breakfast Spot,5205 SE Foster Rd,134
"45.4950271,-122.6076627",Slingshot Lounge,Cocktail Bar,5532 SE Center St,214
"45.4950271,-122.6076627",Midpoint Food & Drink,Cocktail Bar,3524 SE 52nd Ave,254
"45.4950271,-122.6076627",Road Runner BBQ,BBQ Joint,5205 SE Foster Rd,280
"45.4950271,-122.6076627",I've Been Framed,Arts and Crafts Store,4950 SE Foster Rd,363
"45.4950271,-122.6076627",Nayar Taqueria,Mexican Restaurant,5919 SE Foster Rd,511
"45.4950271,-122.6076627",Pho Hung,Vietnamese Restaurant,4717 SE Powell Blvd,576
"45.4950271,-122.6076627",Steakadelphia,American Restaurant,5835 SE Powell Blvd,521
"45.5140185,-122.5642134",T-Mobile,Mobile Phone Store,1018 SE 96th Ave,205
"45.5140185,-122.5642134",Starbucks,Coffee Shop,9800 SE Washington St,268
"45.5140185,-122.5642134",Coffee's On,Coffee Shop,9738 SE Washington St,386
"45.5140185,-122.5642134",Adventist Medical Center,Hospital,10123 SE Market St,435
"45.5140185,-122.5642134",Elmer's Restaurant,Diner,9660 SE Stark St,521
"45.5140185,-122.5642134",Red Robin Gourmet Burgers,Burger Joint,9880 SE Washington St,537
"45.5140185,-122.5642134",Verizon Wireless,Mobile Phone Store,9740 SE Washington St,464
"45.5140185,-122.5642134",Stark Street Pizza Company,Pizzeria,9234 SE Stark St,606
"45.5140185,-122.5642134",East Portland Community Center,Community Center,740 SE 106th Ave,871
"45.5140185,-122.5642134",Sayler's Old Country Kitchen,American Restaurant,10519 SE Stark St,896
"45.5311,-122.56249",Starbucks,Coffee Shop,1111 NE 102nd Ave,184
"45.5311,-122.56249",Providence Medical Group,Doctor's Office,1321 NE 99th Ave,145
"45.5311,-122.56249",Ross Dress for Less,Clothing Store,9916 NE Halsey St,179
"45.5311,-122.56249",Fred Meyer,Grocery Store,1111 NE 102nd Ave,134
"45.5311,-122.56249",Muchas Gracias Mexican Food,Mexican Restaurant,1307 NE 102nd Ave,294
"45.5311,-122.56249",GNC,Health Food Store,1307 NE 102nd Ave,326
"45.5311,-122.56249",Wingstop,Fast Food Restaurant,1307 NE 102nd Ave,327
"45.5311,-122.56249",Bradford's Sports Lounge,Lounge,10346 NE Halsey St,567
"45.5311,-122.56249",Siam Grill,Thai Restaurant,10355 NE Halsey St,610
"45.5311,-122.56249",OO electronics,Electronics Store,9440 NE Halsey St,391
"45.5653576,-122.5887471",Colwood Golf Center,Golf Course,7313 NE Columbia Blvd,179
"45.5653576,-122.5887471",Gartner's Country Meat Market,Butcher,7450 NE Lombard St,416
"45.5653576,-122.5887471",Baltazar Ortiz Community Center,Community Center,6736 NE Killingsworth St,468
"45.5653576,-122.5887471",Lakeside Bar & Grill,Bar,6233 NE 78th Ct,639
"45.5653576,-122.5887471",Community Transitional School,Elementary School,6601 NE Killingsworth St,514
"45.5653576,-122.5887471",Fazio Farm,Farm,6849 NE Columbia Blvd,514
"45.5653576,-122.5887471",Daddies Board Shop,Board Store,5909 NE 80th Ave,554
"45.5653576,-122.5887471",Starbucks,Coffee Shop,6020 NE Columbia Blvd,971
"45.5653576,-122.5887471",Allied Health Services of East Portland,Medical Center,6601 NE 78th Ct,717
"45.5653576,-122.5887471",Sacajawea Park,Park,7136 NE Roselawn St,750
"45.5191725,-122.5822778",Redwood,Cocktail Bar,7915 SE Stark St,17
"45.5191725,-122.5822778",Bipartisan Cafe,Coffee Shop,7901 SE Stark St,6
"45.5191725,-122.5822778",Academy Theatre,Indie Movie Theater,7818 SE Stark St,41
"45.5191725,-122.5822778",Vino Veritas,Wine Bar,7831 SE Stark St,33
"45.5191725,-122.5822778",Ya Hala Lebanese Cuisine,Lebanese Restaurant,8005 SE Stark St,74
"45.5191725,-122.5822778",Hungry Heart PDX,Bakery,414 SE 80th Ave,80
"45.5191725,-122.5822778",Montavilla Brew Works,Brewery,7805 SE Stark St,86
"45.5191725,-122.5822778",Montavilla Farmers Market,Farmers Market,7700 SE Stark St,161
"45.5191725,-122.5822778",The Observatory,Lounge,8115 SE Stark St,168
"45.5191725,-122.5822778",Roscoe's,Beer Bar,8105 SE Stark St,151
"45.584012,-122.6867319",Paul Bunyan Statue,Monument,8433 N Interstate Ave,18
"45.584012,-122.6867319",Dancin' Bare,Night Club,8440 N Interstate Ave,42
"45.584012,-122.6867319",Pizza Fino,Pizzeria,8225 N Denver Ave,131
"45.584012,-122.6867319",Parkside,Bar,2135 N Willis Blvd,182
"45.584012,-122.6867319",Posies Cafe,Bakery,8208 N Denver Ave,164
"45.584012,-122.6867319",Triple Crown Food Market,Grocery Store,8203 N Denver Ave,167
"45.584012,-122.6867319",Mayfly Tap Room and Bottle Shop,Beer Bar,8350 N Fenwick Ave,194
"45.584012,-122.6867319",Swift and Union,Burger Joint,8103 N Denver Ave,242
"45.584012,-122.6867319",Kenton Park,Park,8417 N Brandon Ave,352
"45.584012,-122.6867319",Tiny Bubble Room,Cocktail Bar,2025 N Lombard St,765
"45.5664345,-122.6205956",Santo Domingo Taqueria,Mexican Restaurant,5447 NE 42nd Ave,423
"45.5664345,-122.6205956",Nepo 42,Sports Bar,5403 NE 42nd Ave,471
"45.5664345,-122.6205956",Ole Frijole,Mexican Restaurant,4125 NE Killingsworth St,392
"45.5664345,-122.6205956",Dutch Bros Coffee,"Cafe, Coffee, and Tea House",4721 NE Columbia Blvd,739
"45.5664345,-122.6205956",The Honors Bar,Hotel Bar,5736 NE Killingsworth St,776
"45.5664345,-122.6205956",Pizza Jerk,Pizzeria,5028 NE 42nd Ave,787
"45.5664345,-122.6205956",Boiler Room,Bar,5736 NE 33rd Ave,738
"45.5664345,-122.6205956",Red Sauce Pizza,Pizzeria,4935 NE 42nd Ave,847
"45.5664345,-122.6205956",Oakshire Beer Hall,Beer Bar,5013 NE 42nd Ave,794
"45.5664345,-122.6205956",Miss Zumstein,Bakery,5027 NE 42nd Ave,776
"45.5760937,-122.7290524",Beauchamp Recreation Center,Track,6523 N Portsmouth Ave,138
"45.5760937,-122.7290524",Student Lead Urban Garden,Garden,6000 N Warren,368
"45.5760937,-122.7290524",Portsmouth Trinity Lutheran Church,Church,7119 N Portsmouth Ave,389
"45.5760937,-122.7290524",Cathedral Park Preschool,Child Care Service,7119 N Portsmouth Ave,394
"45.5760937,-122.7290524",Chill N Fill,Beer Bar,5215 N Lombard St,845
"45.5760937,-122.7290524",Twilight Room,Dive Bar,5242 N Lombard St,812
"45.5760937,-122.7290524",Portsmouth Park,Park,5200 N Depauw St,511
"45.5760937,-122.7290524",Sundown Pub,Bar,5903 N Lombard St,903
"45.5760937,-122.7290524",The Fishwife Restaurant,American Restaurant,5328 N Lombard St,800
"45.5760937,-122.7290524",Papa Murphys Take n Bake,Pizzeria,5336 N Lombard St,774
"45.53577751,-122.620613",Hollywood Theatre,Drive-in Theater,4122 NE Sandy Blvd,22
"45.53577751,-122.620613",Sizzle Pie,Pizzeria,4144 NE Sandy Blvd,11
"45.53577751,-122.620613",Doe Donuts,Donut Shop,4110 NE Sandy Blvd,75
"45.53577751,-122.620613",Trader Joe's,Grocery Store,4121 NE Halsey St,122
"45.53577751,-122.620613",Chin's Kitchen,Chinese Restaurant,4132 NE Broadway St,77
"45.53577751,-122.620613",Wet Spot Tropical Fish,Pet Service,4310 NE Hancock St,179
"45.53577751,-122.620613",Moon & Sixpence British Pub,Lounge,2014 NE 42nd Ave,185
"45.53577751,-122.620613",Antique Alley,Antique Store,2000 NE 42nd Ave,167
"45.53577751,-122.620613",Multnomah County Library,Library,4040 NE Tillamook St,220
"45.53577751,-122.620613",Bluefin Sushi Bar,Sushi Restaurant,4138 NE Broadway St,75
"45.5103826,-122.6672484",Oregon Museum of Science and Industry,Science Museum,1945 SE Water Ave,223
"45.5103826,-122.6672484",Nossa Familia,Café,1633 SE 3rd Ave,342
"45.5103826,-122.6672484",The steep and thorny way to heaven,Performing Arts Venue,210 SE Madison St,357
"45.5103826,-122.6672484",South Waterfront Park,Park,1814-1816 SW River Pkw,475
"45.5103826,-122.6672484",Il Terrazzo,Cocktail Bar,0315 SW Montgomery St,508
"45.5103826,-122.6672484",Dough Zone - Downtown Portland,Dumpling Restaurant,1910 S River Dr,475
"45.5103826,-122.6672484",Shalom Y'all Restaurant,Israeli Restaurant,117 SE Taylor St,582
"45.5103826,-122.6672484",McCormick & Schmick's,Restaurant,0309 SW Montgomery St,481
"45.5103826,-122.6672484",Coava Coffee Roasters,Coffee Shop,1300 SE Grand Ave,630
"45.5103826,-122.6672484",Upstream Coffee,Café,0315 SW Montgomery St,501
"45.5554316,-122.5890544",Luther Memorial Church,Church,4800 NE 72nd Ave,291
"45.5554316,-122.5890544",Roseway Theater,Movie Theater,7229 NE Sandy Blvd,749
"45.5554316,-122.5890544",Scott Elementary School,Elementary School,6700 NE Prescott St,407
"45.5554316,-122.5890544",Rose City Liquor Store,Liquor Store,7253 NE Sandy Blvd,734
"45.5554316,-122.5890544",Park City Pub,Cocktail Bar,8025 NE Sandy Blvd,788
"45.5554316,-122.5890544",Gartner's Country Meat Market,Butcher,7450 NE Lombard St,810
"45.5554316,-122.5890544",Ed's House of Gems,Jewelry Store,7712 NE Sandy Blvd,725
"45.5554316,-122.5890544",Sacajawea Park,Park,7136 NE Roselawn St,439
"45.5554316,-122.5890544",Cameo Cafe,Diner,8111 NE Sandy Blvd,825
"45.5554316,-122.5890544",Multnomah County Library,Library,7921 NE Sandy Blvd,749
"45.5842278,-122.7460359",Cathedral Coffee,Bakery,7530 N Willamette Blvd,8
"45.5842278,-122.7460359",Peninsula Family Acupuncture,Acupuncture Clinic,7617 N Decatur St,151
"45.5842278,-122.7460359",The St Johns Beer Porch,Food Truck,7316 N Lombard St,483
"45.5842278,-122.7460359",Captured By Porches Beer Bus,Bar,7316 N Lombard St,479
"45.5842278,-122.7460359",Lombard House,Beer Bar,7337 N Lombard St,499
"45.5842278,-122.7460359",Leisure Public House,Bar,8002 N Lombard St,572
"45.5842278,-122.7460359",Grocery Outlet,Grocery Store,7741 N Lombard St,516
"45.5842278,-122.7460359",Open Meadow High School,High School,7654 N Crawford St,297
"45.5842278,-122.7460359",Ace Hardware,Hardware Store,7825 N Lombard St,587
"45.5842278,-122.7460359",Big Kahuna's BBQ & Catering,BBQ Joint,7123 N Lombard St,570
"45.5159726,-122.6791195",Veggie Grill,Vegan and Vegetarian Restaurant,508 SW Taylor St,166
"45.5159726,-122.6791195",Higgins Restaurant & Bar,French Restaurant,1239 SW Broadway,236
"45.5159726,-122.6791195",Tiffany & Co.,Jewelry Store,330 SW Yamhill St,263
"45.5159726,-122.6791195",Luc Luc Vietnamese Kitchens,Vietnamese Restaurant,835 SW 2nd Ave,322
"45.5159726,-122.6791195",Portland Art Museum,Art Museum,1219 SW Park Ave,349
"45.5159726,-122.6791195",40 LBS Coffee Bar,Café,824 SW 2nd Ave,346
"45.5159726,-122.6791195",Keller Auditorium,Music Venue,222 SW Clay St,384
"45.5159726,-122.6791195",Murata Restaurant,Sushi Restaurant,200 SW Market St,441
"45.5159726,-122.6791195",Salmon Street Springs Fountain,Park,501-695 SW Naito Pkwy,457
"45.5159726,-122.6791195",The Daily Feast,Diner,837 SW 11th Ave,503
"45.5482433,-122.6409548",Guilder,Coffee Shop,2393 NE Fremont St,30
"45.5482433,-122.6409548",Garden Fever,Garden Center,3433 NE 24th Ave,40
"45.5482433,-122.6409548",Lucca,Pizzeria,3449 NE 24th Ave,33
"45.5482433,-122.6409548",Wild Pet Provisions,Pet Service,2393 NE Fremont St,31
"45.5482433,-122.6409548",Alameda Elementary School,Elementary School,2732 NE Fremont St,308
"45.5482433,-122.6409548",Whole Foods,Grocery Store,3535 NE 15th Ave,808
"45.5482433,-122.6409548",Sugar Me,Bakery,1313 NE Fremont St,894
"45.5482433,-122.6409548",Beanstalk,Children's Clothing Store,3527 NE 15th Ave,812
"45.5482433,-122.6409548",Multnomah County Library - Albina,Library,3605 NE 15th Ave,819
"45.5482433,-122.6409548",Caffe Destino,Café,1339 NE Fremont St,858
"45.5130553,-122.6877767",Portland Farmer's Market at PSU,Farmers Market,Southwest Montgomery Street,237
"45.5130553,-122.6877767",Park Avenue Cafe,Coffee Shop,1525 SW Park Ave,300
"45.5130553,-122.6877767",Love Belizean,Caribbean Restaurant,1503 SW Broadway,376
"45.5130553,-122.6877767",Coava Coffee Roasters,Coffee Shop,1171 SW Jefferson St,412
"45.5130553,-122.6877767",Portland Art Museum,Art Museum,1219 SW Park Ave,479
"45.5130553,-122.6877767",Behind The Museum Cafe,Coffee Shop,1229 SW 10th Ave,474
"45.5130553,-122.6877767",Chipotle Mexican Grill,Fast Food Restaurant,1948 SW Broadway,439
"45.5130553,-122.6877767",Higgins Restaurant & Bar,French Restaurant,1239 SW Broadway,518
"45.5130553,-122.6877767",Starbucks,Coffee Shop,1742 SW 6th Ave,462
"45.5130553,-122.6877767",Duck House Chinese Restaurant,Chinese Restaurant,1968 SW 5th Ave,572
"45.5127415,-122.6860864",Portland Farmer's Market at PSU,Farmers Market,Southwest Montgomery Street,103
"45.5127415,-122.6860864",Park Avenue Cafe,Coffee Shop,1525 SW Park Ave,200
"45.5127415,-122.6860864",Love Belizean,Caribbean Restaurant,1503 SW Broadway,267
"45.5127415,-122.6860864",Starbucks,Coffee Shop,1742 SW 6th Ave,326
"45.5127415,-122.6860864",Chipotle Mexican Grill,Fast Food Restaurant,1948 SW Broadway,347
"45.5127415,-122.6860864",Portland Art Museum,Art Museum,1219 SW Park Ave,433
"45.5127415,-122.6860864",Coava Coffee Roasters,Coffee Shop,1171 SW Jefferson St,421
"45.5127415,-122.6860864",Higgins Restaurant & Bar,French Restaurant,1239 SW Broadway,434
"45.5127415,-122.6860864",Behind The Museum Cafe,Coffee Shop,1229 SW 10th Ave,443
"45.5127415,-122.6860864",Schmizza Pub & Grub,Pizzeria,415 SW Montgomery St,453
"45.4994679,-122.6854443",OHSU - Skyline Viewpoint,Scenic Lookout,3181 SW Sam Jackson Park Rd,112
"45.4994679,-122.6854443",Starbucks,Coffee Shop,700 SW Campus Dr,184
"45.4994679,-122.6854443",Ohsu South Operating Rooms,Medical Center,3181 SW Sam Jackson Park Rd,57
"45.4994679,-122.6854443",Lair Hill City Park,Playground,3000 SW Barbur Blvd,471
"45.4994679,-122.6854443",Marquam Nature Park,Urban Park,2839 SW Sam Jackson Park Rd,627
"45.4994679,-122.6854443",Portland VA ER,Medical Center,3710 SW US Veterans Hospital Rd,317
"45.4994679,-122.6854443",Duniway Track,Track,Duniway Park,611
"45.4994679,-122.6854443",Portland VA Medical Center,Hospital,3710 SW US Veterans Hospital Rd,449
"45.4994679,-122.6854443",Suki's Bar & Grill,Karaoke Bar,2401 SW 4th Ave,742
"45.4994679,-122.6854443",Terwilliger Plaza,Community and Government,2545 SW Terwilliger Blvd,593
"45.5604984,-122.6621038",Curious Comedy Theater,Comedy Club,5225 NE M L King Blvd,59
"45.5604984,-122.6621038",Portland Farmers Market,Farmers Market,N McClellan St,444
"45.5604984,-122.6621038",The Bye and Bye,Speakeasy,1011 NE Alberta St,551
"45.5604984,-122.6621038",ReClaim It,Vintage and Thrift Store,1 N Killingsworth St,467
"45.5604984,-122.6621038",Radio Room,Bar,1101 NE Alberta St,620
"45.5604984,-122.6621038",Portland Playhouse,Music Venue,602 NE Prescott St,620
"45.5604984,-122.6621038",Enat Kitchen,American Restaurant,300 N Killingsworth St,647
"45.5604984,-122.6621038",Donnie Vegas,Night Club,1203 NE Alberta St,684
"45.5604984,-122.6621038",Turn! Turn! Turn,Music Venue,8 NE Killingsworth St,417
"45.5604984,-122.6621038",North By Northeast Liquor,Liquor Store,4375 N Williams Ave,723
"45.5081532,-122.5978065",Mt. Tabor Community Garden,Garden,"Portland, OR 97215",87
"45.5081532,-122.5978065",Portland Adult Soapbox Derby,Race Track,666 MT,407
"45.5081532,-122.5978065",Rain or Shine Coffee House,Café,5941 SE Division St,430
"45.5081532,-122.5978065",Sunny's Mini Mart,Convenience Store,6204 SE Division St,353
"45.5081532,-122.5978065",Summit of Mt. Tabor,Landmarks and Outdoors,SE Portland,609
"45.5081532,-122.5978065",Mt. Tabor Park - Off Leash Area,Dog Park,6000 SE Salmon St,585
"45.5081532,-122.5978065",Reservoir #5,Lake,"Portland, OR 97215",373
"45.5081532,-122.5978065",The Natural Path,Weight Loss Center,6030 SE Division St,407
"45.5081532,-122.5978065",Physical Medicine and Injury Rehabilitation,Health and Medicine,5909 SE Division St,461
"45.5081532,-122.5978065",Mt. Tabor Park Playground,Playground,"Portland, OR 97215",775
"45.4902606,-122.5785721",H.K. Cafe,Cantonese Restaurant,4410 SE 82nd Ave,42
"45.4902606,-122.5785721",Gyro House Mediterranean Grill,Mediterranean Restaurant,8140 SE Cora St,102
"45.4902606,-122.5785721",T-Mobile,Mobile Phone Store,4328 SE 82nd Ave,57
"45.4902606,-122.5785721",Dollar Tree,Discount Store,4420 SE 82nd Ave,97
"45.4902606,-122.5785721",Redbox,Video Store,4200 SE 82nd Ave,114
"45.4902606,-122.5785721",Don Pedro,Fast Food Restaurant,4829 SE 82nd Ave,318
"45.4902606,-122.5785721",Wingstop,Fast Food Restaurant,4124 SE 82nd Ave,266
"45.4902606,-122.5785721",Century 16 Eastport Plaza,Movie Theater,4040 SE 82nd Ave,462
"45.4902606,-122.5785721",Black Bear Diner,Diner,3737 SE 82nd Ave,523
"45.4902606,-122.5785721",GNC,Health Food Store,4000 SE 82nd Ave,432
"45.5237418,-122.6703424",Japanese American Historical Plaza,Monument,121 NW 2nd Ave,53
"45.5237418,-122.6703424",Lechon,American Restaurant,113 SW Naito Pkwy,272
"45.5237418,-122.6703424",Lan Su Chinese Garden,Chinese Restaurant,239 NW Everett St,292
"45.5237418,-122.6703424",Governor Tom McCall Waterfront Park,Urban Park,Naito Parkway,345
"45.5237418,-122.6703424",Portland Burger,Beer Bar,304 SW 2nd Ave,429
"45.5237418,-122.6703424",Ground Kontrol Classic Arcade,Amusement Park,511 NW Couch St,427
"45.5237418,-122.6703424",Vera Katz Eastbank Esplanade,Hiking Trail,"Willamette River, Portland, OR 97232",451
"45.5237418,-122.6703424",2nd Avenue Records,Music Store,400 SW 2nd Ave,490
"45.5237418,-122.6703424",Huber's Cafe,Dining and Drinking,411 SW 3rd Ave,545
"45.5237418,-122.6703424",Killer Burger,Bar,510 SW 3rd Ave,599
"45.5739428,-122.7203393",Waud's Bluff,Hiking Trail,5000 N Willamette Blvd,11
"45.5739428,-122.7203393",Peninsula Crossing Park,Park,"Portland, OR 97203",14
"45.5739428,-122.7203393",United States Coast Guard,Military Base,6767 N Basin Ave,255
"45.5739428,-122.7203393",Navy Operational Support Center Portland,Military Base,"Portland, OR 97217",270
"45.5739428,-122.7203393",Swan Island Reserves Center,Government Building,6735 N Basin Ave,344
"45.5739428,-122.7203393",Camco Manufacturing,Chemicals and Gasses Manufacturer,6840 N Fathom St,357
"45.5739428,-122.7203393",Columbia Annex,Park,4355 N Willamette Blvd,591
"45.5739428,-122.7203393",Daimler Truck Plant,n/a,6936 N Fathom St,373
"45.5739428,-122.7203393",East Side Delicatessen,Deli,4823 N Lombard St,752
"45.5739428,-122.7203393",Darcy's Restaurant & Bar,Bar,4804 N Lombard St,721
"45.5420646,-122.6308254",Grant Park,Park,NE 33RD Ave,252
"45.5420646,-122.6308254",New Seasons Market,Grocery Store,3210 NE Broadway St,816
"45.5420646,-122.6308254",Nicholas Restaurant,American Restaurant,3223 NE Broadway St,778
"45.5420646,-122.6308254",Multnomah County Library,Library,4040 NE Tillamook St,888
"45.5420646,-122.6308254",Mud Bay,Pet Supplies Store,3230 NE Broadway St,812
"45.5420646,-122.6308254",Hale Pele,Cocktail Bar,2733 NE Broadway St,910
"45.5420646,-122.6308254",Pets On Broadway,Pet Supplies Store,2762 NE Broadway St,914
"45.5420646,-122.6308254",Gado Gado,Chinese Restaurant,1801 NE Cesar E Chavez Blvd,908
"45.5420646,-122.6308254",Sweet Basil Thai Cuisine,Thai Restaurant,3135 NE Broadway St,779
"45.5420646,-122.6308254",Coco Donuts,Donut Shop,2735 NE Broadway St,905
"45.5699526,-122.695712",Greeley Gallery,Alternative Medicine Clinic,6512 N Greeley Ave,57
"45.5699526,-122.695712",Arbor Lodge Park,Park,6900 N Greeley Ave,374
"45.5699526,-122.695712",The Barlow Tavern,Dive Bar,6008 N Greeley Ave,378
"45.5699526,-122.695712",Madrona Hill Cafe,Bakery,5937 N Greeley Ave,410
"45.5699526,-122.695712",Arbor Lodge Park Off Leash Area,Dog Park,North Bryant Street,323
"45.5699526,-122.695712",Willamette Bluff,Landmarks and Outdoors,"Portland, OR 97217",301
"45.5699526,-122.695712",El Burrito Azteca,Latin American Restaurant,1942 N Rosa Parks Way,661
"45.5699526,-122.695712",Azteca Mexican,Bar,1942 N Rosa Parks Way,655
